date,load_gw
2015-01-04 00:00:00+00:00,47.23373958333334
2015-01-11 00:00:00+00:00,56.19110119047619
2015-01-18 00:00:00+00:00,57.67267857142857
2015-01-25 00:00:00+00:00,58.613303571428574
2015-02-01 00:00:00+00:00,58.734029761904765
2015-02-08 00:00:00+00:00,59.32389880952381
2015-02-15 00:00:00+00:00,58.13777976190476
2015-02-22 00:00:00+00:00,57.80289880952381
2015-03-01 00:00:00+00:00,58.862452380952384
2015-03-08 00:00:00+00:00,59.01157738095238
2015-03-15 00:00:00+00:00,56.92314880952381
2015-03-22 00:00:00+00:00,55.459291666666665
2015-03-29 00:00:00+00:00,55.87660714285715
2015-04-05 00:00:00+00:00,53.36976190476191
2015-04-12 00:00:00+00:00,51.60528571428572
2015-04-19 00:00:00+00:00,53.378732142857146
2015-04-26 00:00:00+00:00,52.51192261904762
2015-05-03 00:00:00+00:00,50.88061904761905
2015-05-10 00:00:00+00:00,53.23302976190476
2015-05-17 00:00:00+00:00,49.98478571428572
2015-05-24 00:00:00+00:00,52.28980357142857
2015-05-31 00:00:00+00:00,50.470839285714284
2015-06-07 00:00:00+00:00,50.59639880952381
2015-06-14 00:00:00+00:00,53.15695238095238
2015-06-21 00:00:00+00:00,52.580797619047615
2015-06-28 00:00:00+00:00,52.852244047619045
2015-07-05 00:00:00+00:00,54.222988095238094
2015-07-12 00:00:00+00:00,53.87792857142857
2015-07-19 00:00:00+00:00,53.722517857142854
2015-07-26 00:00:00+00:00,53.66004761904762
2015-08-02 00:00:00+00:00,52.31118452380953
2015-08-09 00:00:00+00:00,52.515363095238094
2015-08-16 00:00:00+00:00,52.66826785714286
2015-08-23 00:00:00+00:00,51.806595238095234
2015-08-30 00:00:00+00:00,53.67769047619047
2015-09-06 00:00:00+00:00,53.870869047619045
2015-09-13 00:00:00+00:00,53.435452380952384
2015-09-20 00:00:00+00:00,54.56171428571428
2015-09-27 00:00:00+00:00,52.76889285714285
2015-10-04 00:00:00+00:00,53.40454761904762
2015-10-11 00:00:00+00:00,54.71454761904762
2015-10-18 00:00:00+00:00,56.24397023809524
2015-10-25 00:00:00+00:00,55.76396428571428
2015-11-01 00:00:00+00:00,55.60158928571428
2015-11-08 00:00:00+00:00,56.496375
2015-11-15 00:00:00+00:00,58.491214285714285
2015-11-22 00:00:00+00:00,59.382172619047616
2015-11-29 00:00:00+00:00,60.73266666666667
2015-12-06 00:00:00+00:00,60.106678571428574
2015-12-13 00:00:00+00:00,59.907333333333334
2015-12-20 00:00:00+00:00,57.627857142857145
2015-12-27 00:00:00+00:00,48.25336309523809
2016-01-03 00:00:00+00:00,47.36403571428572
2016-01-10 00:00:00+00:00,56.61514285714286
2016-01-17 00:00:00+00:00,59.91391071428572
2016-01-24 00:00:00+00:00,61.26752976190476
2016-01-31 00:00:00+00:00,59.185089285714284
2016-02-07 00:00:00+00:00,59.32980952380953
2016-02-14 00:00:00+00:00,58.97351190476191
2016-02-21 00:00:00+00:00,59.963142857142856
2016-02-28 00:00:00+00:00,58.63172619047619
2016-03-06 00:00:00+00:00,58.69870238095238
2016-03-13 00:00:00+00:00,58.708357142857146
2016-03-20 00:00:00+00:00,57.62138095238095
2016-03-27 00:00:00+00:00,54.01777976190476
2016-04-03 00:00:00+00:00,53.22379166666666
2016-04-10 00:00:00+00:00,54.83217857142857
2016-04-17 00:00:00+00:00,53.15043452380953
2016-04-24 00:00:00+00:00,53.383125
2016-05-01 00:00:00+00:00,54.88391071428572
2016-05-08 00:00:00+00:00,50.62611309523809
2016-05-15 00:00:00+00:00,53.830863095238094
2016-05-22 00:00:00+00:00,51.51586309523809
2016-05-29 00:00:00+00:00,51.86942857142857
2016-06-05 00:00:00+00:00,53.91702380952381
2016-06-12 00:00:00+00:00,53.39696428571428
2016-06-19 00:00:00+00:00,53.58318452380953
2016-06-26 00:00:00+00:00,53.79445238095238
2016-07-03 00:00:00+00:00,53.90750595238095
2016-07-10 00:00:00+00:00,53.99964285714285
2016-07-17 00:00:00+00:00,53.45201190476191
2016-07-24 00:00:00+00:00,53.62673809523809
2016-07-31 00:00:00+00:00,52.74389285714285
2016-08-07 00:00:00+00:00,51.83383333333334
2016-08-14 00:00:00+00:00,51.67182738095238
2016-08-21 00:00:00+00:00,51.74010119047619
2016-08-28 00:00:00+00:00,53.69797023809524
2016-09-04 00:00:00+00:00,53.276404761904764
2016-09-11 00:00:00+00:00,53.12014285714285
2016-09-18 00:00:00+00:00,52.753458333333334
2016-09-25 00:00:00+00:00,52.472208333333334
2016-10-02 00:00:00+00:00,54.085434523809525
2016-10-09 00:00:00+00:00,53.84390476190476
2016-10-16 00:00:00+00:00,56.492202380952385
2016-10-23 00:00:00+00:00,56.93340476190476
2016-10-30 00:00:00+00:00,56.78274404761905
2016-11-06 00:00:00+00:00,56.02982142857143
2016-11-13 00:00:00+00:00,59.93111309523809
2016-11-20 00:00:00+00:00,60.272172619047616
2016-11-27 00:00:00+00:00,59.39114285714285
2016-12-04 00:00:00+00:00,61.19801785714286
2016-12-11 00:00:00+00:00,61.379577380952384
2016-12-18 00:00:00+00:00,60.407535714285714
2016-12-25 00:00:00+00:00,56.62632142857143
2017-01-01 00:00:00+00:00,48.68651190476191
2017-01-08 00:00:00+00:00,58.902880952380954
2017-01-15 00:00:00+00:00,62.23366071428572
2017-01-22 00:00:00+00:00,62.73407738095238
2017-01-29 00:00:00+00:00,63.07044642857143
2017-02-05 00:00:00+00:00,61.047892857142855
2017-02-12 00:00:00+00:00,61.79589285714285
2017-02-19 00:00:00+00:00,60.665934523809526
2017-02-26 00:00:00+00:00,60.16702380952381
2017-03-05 00:00:00+00:00,58.60378571428572
2017-03-12 00:00:00+00:00,58.66591666666666
2017-03-19 00:00:00+00:00,57.60036904761905
2017-03-26 00:00:00+00:00,57.11447023809524
2017-04-02 00:00:00+00:00,55.12839880952381
2017-04-09 00:00:00+00:00,55.12388690476191
2017-04-16 00:00:00+00:00,52.68770833333333
2017-04-23 00:00:00+00:00,53.89338690476191
2017-04-30 00:00:00+00:00,55.81677976190476
2017-05-07 00:00:00+00:00,53.798696428571425
2017-05-14 00:00:00+00:00,54.31549404761905
2017-05-21 00:00:00+00:00,54.192547619047616
2017-05-28 00:00:00+00:00,50.713119047619045
2017-06-04 00:00:00+00:00,53.602833333333336
2017-06-11 00:00:00+00:00,51.670904761904765
2017-06-18 00:00:00+00:00,52.428803571428574
2017-06-25 00:00:00+00:00,55.39275
2017-07-02 00:00:00+00:00,54.410005952380956
2017-07-09 00:00:00+00:00,54.706184523809526
2017-07-16 00:00:00+00:00,54.35202380952381
2017-07-23 00:00:00+00:00,53.96191666666667
2017-07-30 00:00:00+00:00,53.00951785714285
2017-08-06 00:00:00+00:00,52.79293452380953
2017-08-13 00:00:00+00:00,52.11597023809524
2017-08-20 00:00:00+00:00,52.12197023809524
2017-08-27 00:00:00+00:00,52.428559523809525
2017-09-03 00:00:00+00:00,52.758785714285715
2017-09-10 00:00:00+00:00,53.58417261904762
2017-09-17 00:00:00+00:00,54.84592261904762
2017-09-24 00:00:00+00:00,54.234184523809525
2017-10-01 00:00:00+00:00,54.80769047619047
2017-10-08 00:00:00+00:00,53.560232142857146
2017-10-15 00:00:00+00:00,56.33339880952381
2017-10-22 00:00:00+00:00,56.55730952380953
2017-10-29 00:00:00+00:00,57.687714285714286
2017-11-05 00:00:00+00:00,53.707708333333336
2017-11-12 00:00:00+00:00,59.21035714285715
2017-11-19 00:00:00+00:00,59.97938095238096
2017-11-26 00:00:00+00:00,60.69883333333333
2017-12-03 00:00:00+00:00,61.95860119047619
2017-12-10 00:00:00+00:00,63.12195833333334
2017-12-17 00:00:00+00:00,62.71340476190476
2017-12-24 00:00:00+00:00,57.949869047619046
2017-12-31 00:00:00+00:00,48.223803571428576
2018-01-07 00:00:00+00:00,54.85843452380953
2018-01-14 00:00:00+00:00,60.05204761904762
2018-01-21 00:00:00+00:00,61.868267857142854
2018-01-28 00:00:00+00:00,60.128232142857144
2018-02-04 00:00:00+00:00,60.81609523809524
2018-02-11 00:00:00+00:00,61.24415476190477
2018-02-18 00:00:00+00:00,60.73777380952381
2018-02-25 00:00:00+00:00,60.69296428571428
2018-03-04 00:00:00+00:00,63.44200595238095
2018-03-11 00:00:00+00:00,59.17857142857143
2018-03-18 00:00:00+00:00,60.88598809523809
2018-03-25 00:00:00+00:00,60.75360714285714
2018-04-01 00:00:00+00:00,55.40161904761904
2018-04-08 00:00:00+00:00,54.534148809523806
2018-04-15 00:00:00+00:00,56.09988095238096
2018-04-22 00:00:00+00:00,54.43427380952381
2018-04-29 00:00:00+00:00,55.34271428571428
2018-05-06 00:00:00+00:00,52.81313690476191
2018-05-13 00:00:00+00:00,52.85682142857143
2018-05-20 00:00:00+00:00,55.369166666666665
2018-05-27 00:00:00+00:00,53.64008928571428
2018-06-03 00:00:00+00:00,53.98164880952381
2018-06-10 00:00:00+00:00,56.448547619047616
2018-06-17 00:00:00+00:00,55.91553571428572
2018-06-24 00:00:00+00:00,56.29283928571428
