date,actual,gbm,rf,lower,upper
2020-01-19 00:00:00+00:00,60.36169642857143,60.819619368140096,60.43550610119045,55.310073118163984,60.876298309966614
2020-01-26 00:00:00+00:00,60.89373214285715,61.5439844865382,61.7014606994046,55.81793825443805,61.752531228762706
2020-02-02 00:00:00+00:00,60.83919642857143,59.88633706239511,60.284203779762,55.72621317572696,60.664017107889265
2020-02-09 00:00:00+00:00,60.259839285714285,60.42180273289966,60.05919511904774,55.83179699046617,60.35138879042667
2020-02-16 00:00:00+00:00,60.845125,59.74931108268308,59.92465406250003,55.7897752336087,60.30628763297251
2020-02-23 00:00:00+00:00,59.787327380952384,59.457091947462544,59.773922038690515,55.7768165525326,60.05161617741412
2020-03-01 00:00:00+00:00,58.89913690476191,59.81763483474923,59.61153968750004,55.72150432525367,60.232367922010354
2020-03-08 00:00:00+00:00,58.68847023809524,59.62371994649646,58.923423958333366,55.8833901831562,59.93610251211255
2020-03-15 00:00:00+00:00,58.534238095238095,59.576240954212984,59.41067333333325,55.883007023341115,59.643141281335204
2020-03-22 00:00:00+00:00,55.37274404761904,59.495423886261726,59.50346680059516,55.97417711681078,59.619689631757645
2020-03-29 00:00:00+00:00,53.47198214285714,57.401766473940334,55.470577366071275,56.57278405200138,57.063238510695484
2020-04-05 00:00:00+00:00,52.84526785714286,56.72822351366116,55.12427110119054,54.29829551489711,57.1899499345133
2020-04-12 00:00:00+00:00,47.21088690476191,55.56826123887588,54.99941529761909,53.848105190893946,56.7827391642403
2020-04-19 00:00:00+00:00,47.41569642857143,55.064822908842686,54.538056071428684,53.66754906457132,56.44822329911973
2020-04-26 00:00:00+00:00,50.17241666666666,55.064311221451455,55.260838511904836,53.76350911575551,56.29080171736406
2020-05-03 00:00:00+00:00,48.161904761904765,52.805807521039206,53.20080775297635,51.51696499006394,55.9236421566373
2020-05-10 00:00:00+00:00,49.59077976190476,53.438237149207126,53.332319613095315,52.41520291284223,55.885162716538645
2020-05-17 00:00:00+00:00,50.92697619047619,55.573998329056536,55.40567842261916,52.696940284301135,56.3884681113407
2020-05-24 00:00:00+00:00,47.43964285714286,54.04306748115014,53.517072336309546,52.8899106279651,55.943049489050495
2020-05-31 00:00:00+00:00,49.52760714285714,54.85380076900729,54.56000422619053,53.181088844112246,56.283004139069206
2020-06-07 00:00:00+00:00,48.776244047619045,55.604104671838094,55.58013029761907,54.388399256892775,56.417543048960724
2020-06-14 00:00:00+00:00,48.219744047619045,55.790939027738936,55.57403534226182,53.28333512075562,56.43499440635138
2020-06-21 00:00:00+00:00,49.81394642857143,57.62662742975977,55.668191130952344,54.785490735998685,57.91918113198672
2020-06-28 00:00:00+00:00,50.48079166666666,58.402075575540756,55.519412931547585,54.759732002938215,58.045922399427496
2020-07-05 00:00:00+00:00,51.458875,56.455442043834246,55.48802349702376,53.388453278009415,56.71861682783236
2020-07-12 00:00:00+00:00,51.25257738095238,55.12863010744895,54.18287288690474,53.152484327760156,56.1730814802313
2020-07-19 00:00:00+00:00,50.89618452380952,54.62128499085339,53.59455166666661,53.286866841817194,56.41352669374858
2020-07-26 00:00:00+00:00,50.47573809523809,54.999568650707246,55.11951694940471,53.431568048529634,56.32860404041443
2020-08-02 00:00:00+00:00,50.049392857142855,55.15325041678864,55.308356517857035,53.44188718357328,56.25039081227351
2020-08-09 00:00:00+00:00,49.45092261904762,54.994369585108934,54.8303328273809,53.288573435910244,56.107585574978735
2020-08-16 00:00:00+00:00,52.07673809523809,54.34433739250342,54.08955425595241,53.26103922193182,55.68548152969388
2020-08-23 00:00:00+00:00,51.872059523809526,55.01074549090693,55.02107245535707,53.43725967957506,56.118079814044215
2020-08-30 00:00:00+00:00,51.653375,55.57349029045697,55.237721249999915,53.763127424324765,55.481345282962025
2020-09-06 00:00:00+00:00,51.61774404761905,56.06516369358514,55.51067535714278,53.7969874418864,55.718356487727135
2020-09-13 00:00:00+00:00,51.50763095238096,56.67448333184866,55.513615788690394,53.76401746381882,55.66087160089386
2020-09-20 00:00:00+00:00,52.18132738095238,58.01841404932204,57.480076949404726,55.35224106949241,57.84142623992478
2020-09-27 00:00:00+00:00,53.41193452380953,56.56927913819019,55.479987693452216,55.49336554795897,56.68453482286164
2020-10-04 00:00:00+00:00,57.41031944444445,55.71554867478925,55.48366084821419,54.04382846400343,56.93230622411266
